Sl No,Field Name,English,Hindi,Marathi,Malayalam,Tamil,Urdu,Bengali,Assamese,Gujarati,Kashmiri,Kannada,Odiya,KhaSI,Punjabi,Telegu,Konkani
reset_mPin,Reset Login PIN,Reset Login PIN,लॉगिन पिन रीसेट करें,लॉगिन पिन रीसेट करा,ലോഗിൻ പിൻ പുനഃസജ്ജമാക്കുക,உள்நுழைவு பின்னை மீட்டமைக்கவும்,لاگ ان پن کو دوبارہ ترتیب دیں۔,লগইন পিন রিসেট করুন,লগইন পিন পুনৰায় সেট কৰক,લોગિન પિન રીસેટ કરો,لاگ ان پن دوبارہ ترتیب دیں,ಲಾಗಿನ್ ಪಿನ್ ಅನ್ನು ಮರುಹೊಂದಿಸಿ,ଲଗଇନ୍ ପିନ୍ ପୁନ res ସେଟ୍ କରନ୍ତୁ |,Pynbeit biang ia ka PIN ban rung,ਲੌਗਇਨ ਪਿੰਨ ਰੀਸੈਟ ਕਰੋ,లాగిన్ పిన్‌ని రీసెట్ చేయండి,लॉगिन पिन रीसेट करचें
old_mPin_title,Please enter your old Login PIN,Please enter your current Login PIN.,कृपया अपना वर्तमान लॉगिन पिन दर्ज करें।,कृपया तुमचा वर्तमान लॉगिन पिन प्रविष्ट करा.,നിങ്ങളുടെ നിലവിലെ ലോഗിൻ പിൻ നൽകുക.,உங்கள் தற்போதைய உள்நுழைவு பின்னை உள்ளிடவும்.,براہ کرم اپنا موجودہ لاگ ان پن درج کریں۔,অনুগ্রহ করে আপনার বর্তমান লগইন পিন লিখুন।,অনুগ্ৰহ কৰি আপোনাৰ বৰ্তমানৰ প্ৰৱেশ পিন দিয়ক।,કૃપા કરીને તમારો વર્તમાન લૉગિન પિન દાખલ કરો.,براہ کرم اپنا موجودہ لاگ ان پن درج کریں۔,ದಯವಿಟ್ಟು ನಿಮ್ಮ ಪ್ರಸ್ತುತ ಲಾಗಿನ್ ಪಿನ್ ಅನ್ನು ನಮೂದಿಸಿ.,ଦୟାକରି ଆପଣଙ୍କର ସାମ୍ପ୍ରତିକ ଲଗଇନ୍ ପିନ ପ୍ରବେଶ କରନ୍ତୁ |,Sngewbha pynrung ia u PIN Login ba mynta.,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ ਮੌਜੂਦਾ ਲੌਗਇਨ ਪਿੰਨ ਦਾਖਲ ਕਰੋ।,దయచేసి మీ ప్రస్తుత లాగిన్ పిన్‌ని నమోదు చేయండి.,उपकार करून तुमचो सद्याचो लॉगीन पिन घालात.
new_mPin_title,Please enter your new Login PIN,Please enter your new Login PIN.,कृपया अपना नया लॉगिन पिन दर्ज करें।,कृपया तुमचा नवीन लॉगिन पिन प्रविष्ट करा.,നിങ്ങളുടെ പുതിയ ലോഗിൻ പിൻ നൽകുക.,உங்கள் புதிய உள்நுழைவு பின்னை உள்ளிடவும்.,براہ کرم اپنا نیا لاگ ان پن درج کریں۔,অনুগ্রহ করে আপনার নতুন লগইন পিন লিখুন।,অনুগ্ৰহ কৰি আপোনাৰ নতুন লগইন পিন দিয়ক।,કૃપા કરીને તમારો નવો લૉગિન પિન દાખલ કરો.,براہ کرم اپنا نیا لاگ ان پن درج کریں۔,ದಯವಿಟ್ಟು ನಿಮ್ಮ ಹೊಸ ಲಾಗಿನ್ ಪಿನ್ ನಮೂದಿಸಿ.,ଦୟାକରି ଆପଣଙ୍କର ନୂତନ ଲଗଇନ୍ ପିନ ପ୍ରବେଶ କରନ୍ତୁ |,Sngewbha pynrung ia u Login PIN ba thymmai jong phi.,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ ਨਵਾਂ ਲੌਗਇਨ ਪਿੰਨ ਦਾਖਲ ਕਰੋ।,దయచేసి మీ కొత్త లాగిన్ పిన్‌ని నమోదు చేయండి.,उपकार करून तुमचो नवो लॉगीन पिन घालात.
old_mPin_description,This PIN will be used to prevent unauthorized access to the app. Do not share this PIN with anyone.,This PIN will be used to prevent unauthorised access to the VYOM Mobile App. Do not share this PIN with anyone.,इस पिन का उपयोग व्योम मोबाइल ऐप तक अनधिकृत पहुंच को रोकने के लिए किया जाएगा। इस पिन को किसी के साथ साझा न करें.,या पिनचा वापर व्योम मोबाईल ॲपवर अनधिकृत प्रवेश रोखण्यासाठी केला जाईल. हा पिन कोणाशीही शेअर करू नका.,വ്യോം മൊബൈൽ ആപ്പിലേക്കുള്ള അനധികൃത ആക്‌സസ് തടയാൻ ഈ പിൻ ഉപയോഗിക്കും. ഈ പിൻ ആരുമായും പങ്കിടരുത്.,வ்யோம் மொபைல் பயன்பாட்டிற்கான அங்கீகரிக்கப்படாத அணுகலைத் தடுக்க இந்த பின் பயன்படுத்தப்படும். இந்த பின்னை யாருடனும் பகிர வேண்டாம்.,اس پن کا استعمال ویوم موبائل ایپ تک غیر مجاز رسائی کو روکنے کے لیے کیا جائے گا۔ اس پن کا کسی کے ساتھ اشتراک نہ کریں۔,ব্যোম মোবাইল অ্যাপে অননুমোদিত অ্যাক্সেস রোধ করতে এই পিনটি ব্যবহার করা হবে। এই পিনটি কারো সাথে শেয়ার করবেন না।,এই পিন ব্যৱহাৰ কৰি ব্যোম মোবাইল এপত অকৰ্তৃত্বশীল প্ৰৱেশ ৰোধ কৰা হ’ব। এই পিনটো কাৰো লগত শ্বেয়াৰ নকৰিব।,આ પિનનો ઉપયોગ વ્યોમ મોબાઇલ એપ્લિકેશનની અનધિકૃત ઍક્સેસને રોકવા માટે કરવામાં આવશે. આ પિન કોઈની સાથે શેર કરશો નહીં.,یہ پن ویوم موبائل ایپ تک غیر مجاز رسائی کو روکنے کے لئے استعمال ہوگا۔ اس پن کو کسی کے ساتھ شیئر نہ کریں۔,ವ್ಯೋಮ್ ಮೊಬೈಲ್ ಅಪ್ಲಿಕೇಶನ್‌ಗೆ ಅನಧಿಕೃತ ಪ್ರವೇಶವನ್ನು ತಡೆಯಲು ಈ ಪಿನ್ ಅನ್ನು ಬಳಸಲಾಗುತ್ತದೆ. ಈ ಪಿನ್ ಅನ್ನು ಯಾರೊಂದಿಗೂ ಹಂಚಿಕೊಳ್ಳಬೇಡಿ.,ବ୍ୟୋମ ମୋବାଇଲ୍ ଆପକୁ ଅନଧିକୃତ ପ୍ରବେଶକୁ ରୋକିବା ପାଇଁ ଏହି ପିନ ବ୍ୟବହୃତ ହେବ | ଏହି ପିନ କୁ କାହା ସହିତ ଅଂଶୀଦାର କରନ୍ତୁ ନାହିଁ |,Ya uni u PIN daw pynemkaam wow khanglaad ya ki bru kiwa ym em i bor yong ki cha ka VYOM Mobile App. Wat nym iasam ia une u PIN shano shano ruh.,ਇਸ ਪਿੰਨ ਦੀ ਵਰਤੋਂ ਵਿਓਮ ਮੋਬਾਈਲ ਐਪ ਤੱਕ ਅਣਅਧਿਕਾਰਤ ਪਹੁੰਚ ਨੂੰ ਰੋਕਣ ਲਈ ਕੀਤੀ ਜਾਵੇਗੀ। ਇਸ ਪਿੰਨ ਨੂੰ ਕਿਸੇ ਨਾਲ ਸਾਂਝਾ ਨਾ ਕਰੋ।,వ్యోమ్ మొబైల్ యాప్‌కి అనధికారిక యాక్సెస్‌ను నిరోధించడానికి ఈ పిన్ ఉపయోగించబడుతుంది. ఈ పిన్‌ను ఎవరితోనూ షేర్ చేయవద్దు.,व्योम मोबायल ऍप्लिकेशनांत अनधिकृत प्रवेश आडावपा खातीर ह्या पिनाचो वापर जातलो. हो पिन कोणा कडेन वांटून घेवचो न्हय.
4_digit_login_pin,Enter 4 digit Login PIN,Please enter your 4-digit Login PIN.,कृपया अपना 4-अंकीय लॉगिन पिन दर्ज करें।,कृपया तुमचा 4-अंकी लॉगिन पिन प्रविष्ट करा.,നിങ്ങളുടെ 4 അക്ക ലോഗിൻ പിൻ നൽകുക.,உங்கள் 4 இலக்க உள்நுழைவு பின்னை உள்ளிடவும்.,براہ کرم اپنا 4 ہندسوں کا لاگ ان پن درج کریں۔,অনুগ্রহ করে আপনার 4-সংখ্যার লগইন পিন লিখুন।,অনুগ্ৰহ কৰি আপোনাৰ 4 সংখ্যাৰ লগইন পিন দিয়ক।,કૃપા કરીને તમારો 4-અંકનો લૉગિન પિન દાખલ કરો.,مہربانی کرکے اپنا 4 عددی لاگ ان پن درج کریں۔,ದಯವಿಟ್ಟು ನಿಮ್ಮ 4-ಅಂಕಿಯ ಲಾಗಿನ್ ಪಿನ್ ಅನ್ನು ನಮೂದಿಸಿ.,ଦୟାକରି ଆପଣଙ୍କର 4-ଅଙ୍କ ବିଶିଷ୍ଟ ଲଗଇନ୍ ପିନ ପ୍ରବେଶ କରନ୍ତୁ |,Sngewbha pynrung ia u Login PIN ba 4-digit.,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ 4-ਅੰਕ ਦਾ ਲੌਗਇਨ ਪਿੰਨ ਦਾਖਲ ਕਰੋ।,దయచేసి మీ 4-అంకెల లాగిన్ పిన్‌ని నమోదు చేయండి.,उपकार करून तुमचो 4 अंकांचो लॉगीन पिन घालात.
re_Enter_4_digit_login_pin,Re-enter 4 digit Login PIN,Please re-enter your 4-digit Login PIN.,कृपया अपना 4-अंकीय लॉगिन पिन पुनः दर्ज करें।,कृपया तुमचा 4-अंकी लॉगिन पिन पुन्हा एंटर करा.,നിങ്ങളുടെ 4 അക്ക ലോഗിൻ പിൻ വീണ്ടും നൽകുക.,உங்கள் 4 இலக்க உள்நுழைவு பின்னை மீண்டும் உள்ளிடவும்.,براہ کرم اپنا 4 ہندسوں کا لاگ ان پن دوبارہ درج کریں۔,অনুগ্রহ করে আপনার 4-সংখ্যার লগইন পিন পুনরায় লিখুন।,অনুগ্ৰহ কৰি আপোনাৰ 4 সংখ্যাৰ লগইন পিন পুনৰ প্ৰৱেশ কৰক।,કૃપા કરીને તમારો 4-અંકનો લોગિન પિન ફરીથી દાખલ કરો.,مہربانی کرکے اپنا 4 عددی لاگ ان پن دوبارہ درج کریں۔,ದಯವಿಟ್ಟು ನಿಮ್ಮ 4-ಅಂಕಿಯ ಲಾಗಿನ್ ಪಿನ್ ಅನ್ನು ಮರು-ನಮೂದಿಸಿ.,ଦୟାକରି ଆପଣଙ୍କର 4-ଅଙ୍କ ବିଶିଷ୍ଟ ଲଗଇନ୍ ପିନ କୁ ପୁନ - ପ୍ରବେଶ କରନ୍ତୁ |,Sngewbha pynrung biang ia u Login PIN ba 4 dak jong phi.,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ 4-ਅੰਕ ਦਾ ਲੌਗਇਨ ਪਿੰਨ ਦੁਬਾਰਾ ਦਰਜ ਕਰੋ।,దయచేసి మీ 4-అంకెల లాగిన్ పిన్‌ని మళ్లీ నమోదు చేయండి.,उपकार करून तुमचो 4 अंकांचो लॉगीन पिन परतून दाखयात.
,,,,,,,,,,,,,,,,,
forgot_mPin,,,,,,,,,,,,,,,,,
APP STRING KEY Name,English Text,English Text,,,,,,,,,,,,Jingthoh Phareng,,,
get_started,Let’s get started..,Welcome! Let’s get started...,स्वागत है! आएँ शुरू करें...,स्वागत आहे! चला सुरुवात करूया...,സ്വാഗതം! നമുക്ക് തുടങ്ങാം...,வருக! தொடங்குவோம்...,خوش آمدید! آئیے شروع کرتے ہیں...,স্বাগতম! চলুন শুরু করা যাক...,স্বাগতম! আৰম্ভ কৰোঁ আহক...,સ્વાગત છે! ચાલો શરુ કરીએ...,خوش آمدید! شروع کرتے ہیں...,ಸ್ವಾಗತ! ಆರಂಭಿಸೋಣ...,ପ୍ରବେଶ କରିଥିବା ଡେବିଟ୍ କାର୍ଡ ବିବରଣୀ ବୈଧ ଅଟେ | ଦୟାକରି ପରେ ପୁନର୍ବାର ଚେଷ୍ଟା କରନ୍ତୁ କିମ୍ବା ସହାୟତା ପାଇଁ ଆପଣଙ୍କର ପସନ୍ଦିତ ଶାଖା ପରିଦର୍ଶନ କରନ୍ତୁ |,Pdiang sngewbha! To ngin sdang noh...,ਜੀ ਆਇਆਂ ਨੂੰ! ਚਲੋ ਸ਼ੁਰੂ ਕਰੀਏ...,స్వాగతం! ప్రారంభిద్దాం...,येवकार! सुरू करूंया...
get_started_details,What’s your preferred way to activate your account?,How do you prefer to activate your account?,आप अपना खाता कैसे सक्रिय करना पसंद करते हैं?,तुम्ही तुमचे खाते सक्रिय करण्यास कसे प्राधान्य देता?,നിങ്ങളുടെ അക്കൗണ്ട് എങ്ങനെ സജീവമാക്കാനാണ് നിങ്ങൾ ഇഷ്ടപ്പെടുന്നത്?,உங்கள் கணக்கை எவ்வாறு செயல்படுத்த விரும்புகிறீர்கள்?,آپ اپنے اکاؤنٹ کو کیسے چالو کرنے کو ترجیح دیتے ہیں؟,আপনি কিভাবে আপনার অ্যাকাউন্ট সক্রিয় করতে পছন্দ করেন?,আপুনি আপোনাৰ একাউণ্টটো কেনেকৈ সক্ৰিয় কৰিবলৈ পছন্দ কৰে?,તમે તમારું એકાઉન્ટ કેવી રીતે સક્રિય કરવાનું પસંદ કરો છો?,آپ اپنے اکاؤنٹ کو فعال کرنے کا طریقہ کیا پسند کرتے ہیں؟,ನಿಮ್ಮ ಖಾತೆಯನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಲು ನೀವು ಹೇಗೆ ಬಯಸುತ್ತೀರಿ?,ଆପଣ କିପରି ଆପଣଙ୍କର ଖାତାକୁ ସକ୍ରିୟ କରିବାକୁ ପସନ୍ଦ କରନ୍ତି?,Kumno phi kwah ban pyntreikam ia ka account jong phi?,ਤੁਸੀਂ ਆਪਣੇ ਖਾਤੇ ਨੂੰ ਕਿਵੇਂ ਕਿਰਿਆਸ਼ੀਲ ਕਰਨਾ ਪਸੰਦ ਕਰਦੇ ਹੋ?,మీరు మీ ఖాతాను ఎలా యాక్టివేట్ చేయడానికి ఇష్టపడతారు?,तुमकां तुमचें खातें कशें सक्रिय करपाक पसंत आसा?
forgot_mPin_title,Forgot Login PIN,Forgot Login PIN?,लॉगिन पिन भूल गए?,लॉगिन पिन विसरलात?,ലോഗിൻ പിൻ മറന്നോ?,உள்நுழைவு பின்னை மறந்துவிட்டீர்களா?,لاگ ان پن بھول گئے؟,লগইন পিন ভুলে গেছেন?,লগইন পিন পাহৰিলেনে?,લોગિન પિન ભૂલી ગયા છો?,لاگ ان پن بھول گئے؟,ಲಾಗಿನ್ ಪಿನ್ ಮರೆತಿರುವಿರಾ?,ଲଗଇନ୍ ପିନ୍ ଭୁଲିଗଲେ କି?,La klet ia ka PIN ban rung?,ਲੌਗਇਨ ਪਿੰਨ ਭੁੱਲ ਗਏ ਹੋ?,లాగిన్ పిన్ మర్చిపోయారా?,लॉगिन पिन विसरलो?
forgot_mPin_description,You need to authenticate your details. Please choose one of the three methods,You need to authenticate your details. Please select one of the three methods below.,आपको अपना विवरण प्रमाणित करना होगा. कृपया नीचे दी गई तीन विधियों में से एक का चयन करें।,तुम्हाला तुमचे तपशील प्रमाणित करावे लागतील. कृपया खालील तीन पद्धतींपैकी एक निवडा.,നിങ്ങളുടെ വിശദാംശങ്ങൾ നിങ്ങൾ പ്രാമാണീകരിക്കേണ്ടതുണ്ട്. ചുവടെയുള്ള മൂന്ന് രീതികളിൽ ഒന്ന് തിരഞ്ഞെടുക്കുക.,உங்கள் விவரங்களை நீங்கள் அங்கீகரிக்க வேண்டும். கீழே உள்ள மூன்று முறைகளில் ஒன்றைத் தேர்ந்தெடுக்கவும்.,آپ کو اپنی تفصیلات کی تصدیق کرنی ہوگی۔ براہ کرم ذیل میں تین طریقوں میں سے ایک کو منتخب کریں۔,আপনি আপনার বিবরণ প্রমাণীকরণ করতে হবে. নীচের তিনটি পদ্ধতির মধ্যে একটি নির্বাচন করুন.,আপুনি আপোনাৰ সবিশেষ প্ৰমাণীকৰণ কৰিব লাগিব। অনুগ্ৰহ কৰি তলৰ তিনিটা পদ্ধতিৰ ভিতৰত এটা পদ্ধতি বাছি লওক।,તમારે તમારી વિગતો પ્રમાણિત કરવી પડશે. કૃપા કરીને નીચેની ત્રણ પદ્ધતિઓમાંથી એક પસંદ કરો.,آپ کو اپنے تفصیلات کی تصدیق کرنی ہوگی۔ براہ کرم نیچے دی گئی تین طریقوں میں سے ایک منتخب کریں۔,ನಿಮ್ಮ ವಿವರಗಳನ್ನು ನೀವು ದೃಢೀಕರಿಸಬೇಕು. ದಯವಿಟ್ಟು ಕೆಳಗಿನ ಮೂರು ವಿಧಾನಗಳಲ್ಲಿ ಒಂದನ್ನು ಆಯ್ಕೆಮಾಡಿ.,ଆପଣଙ୍କୁ ଆପଣଙ୍କର ବିବରଣୀ ପ୍ରାମାଣିକରଣ କରିବାକୁ ପଡିବ | ଦୟାକରି ନିମ୍ନରେ ଥିବା ତିନୋଟି ପଦ୍ଧତି ମଧ୍ୟରୁ ଗୋଟିଏ ବାଛନ୍ତୁ |,Ka donkam ban pynshisha ia ki jingtip jong phi. Sngewbha jied ia kawei na ki lai tylli ki rukom kiba don harum.,ਤੁਹਾਨੂੰ ਆਪਣੇ ਵੇਰਵਿਆਂ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨਾ ਹੋਵੇਗਾ। ਕਿਰਪਾ ਕਰਕੇ ਹੇਠਾਂ ਦਿੱਤੇ ਤਿੰਨ ਤਰੀਕਿਆਂ ਵਿੱਚੋਂ ਇੱਕ ਦੀ ਚੋਣ ਕਰੋ।,మీరు మీ వివరాలను ప్రామాణీకరించవలసి ఉంటుంది. దయచేసి దిగువ మూడు పద్ధతులలో ఒకదాన్ని ఎంచుకోండి.,तुमकां तुमचो तपशील प्रमाणीत करचो पडटलो. उपकार करून सकयल दिल्ल्या तीन पद्दतींतली एक पद्दत निवडात.
aadar_title,I will use AADHAAR card details,I will use my Aadhaar Card details.,मैं अपने आधार कार्ड विवरण का उपयोग करूंगा।,मी माझे आधार कार्ड तपशील वापरेन.,ഞാൻ എൻ്റെ ആധാർ കാർഡ് വിശദാംശങ്ങൾ ഉപയോഗിക്കും.,எனது ஆதார் அட்டை விவரங்களைப் பயன்படுத்துவேன்.,میں اپنے آدھار کارڈ کی تفصیلات استعمال کروں گا۔,আমি আমার আধার কার্ডের বিবরণ ব্যবহার করব।,মই মোৰ আধাৰ কাৰ্ডৰ সবিশেষ ব্যৱহাৰ কৰিম।,હું મારા આધાર કાર્ડની વિગતોનો ઉપયોગ કરીશ.,میں اپنے آدھار کارڈ کی تفصیلات استعمال کروں گا۔,ನಾನು ನನ್ನ ಆಧಾರ್ ಕಾರ್ಡ್ ವಿವರಗಳನ್ನು ಬಳಸುತ್ತೇನೆ.,ମୁଁ ମୋର ଆଧାର କାର୍ଡ ବିବରଣୀ ବ୍ୟବହାର କରିବି |,Ngan pyndonkam ia ki jingtip ba bniah jong ka Aadhaar Card.,ਮੈਂ ਆਪਣੇ ਆਧਾਰ ਕਾਰਡ ਵੇਰਵਿਆਂ ਦੀ ਵਰਤੋਂ ਕਰਾਂਗਾ।,నేను నా ఆధార్ కార్డ్ వివరాలను ఉపయోగిస్తాను.,हांव म्हज्या आधार कार्डाचो तपशील वापरतलों.
debit_cart_details,I will use my Debit card details,I will use my Debit Card details.,मैं अपने डेबिट कार्ड विवरण का उपयोग करूंगा.,मी माझे डेबिट कार्ड तपशील वापरेन.,ഞാൻ എൻ്റെ ഡെബിറ്റ് കാർഡ് വിശദാംശങ്ങൾ ഉപയോഗിക്കും.,எனது டெபிட் கார்டு விவரங்களைப் பயன்படுத்துவேன்.,میں اپنے ڈیبٹ کارڈ کی تفصیلات استعمال کروں گا۔,আমি আমার ডেবিট কার্ডের বিবরণ ব্যবহার করব।,মই মোৰ ডেবিট কাৰ্ডৰ সবিশেষ ব্যৱহাৰ কৰিম।,હું મારા ડેબિટ કાર્ડની વિગતોનો ઉપયોગ કરીશ.,میں اپنے ڈیبٹ کارڈ کی تفصیلات استعمال کروں گا۔,ನಾನು ನನ್ನ ಡೆಬಿಟ್ ಕಾರ್ಡ್ ವಿವರಗಳನ್ನು ಬಳಸುತ್ತೇನೆ.,ମୁଁ ମୋର ଡେବିଟ୍ କାର୍ଡ ବିବରଣୀ ବ୍ୟବହାର କରିବି |,Ngan pyndonkam ia ki jingtip jong ka Debit Card.,ਮੈਂ ਆਪਣੇ ਡੈਬਿਟ ਕਾਰਡ ਵੇਰਵਿਆਂ ਦੀ ਵਰਤੋਂ ਕਰਾਂਗਾ।,నేను నా డెబిట్ కార్డ్ వివరాలను ఉపయోగిస్తాను.,हांव म्हज्या डेबिट कार्डाचो तपशील वापरतलों.
branch_token,I have a Branch Generated Token,I have a Branch Generated Token.,मेरे पास एक शाखा जनित टोकन है।,माझ्याकडे शाखा व्युत्पन्न टोकन आहे.,എനിക്ക് ഒരു ബ്രാഞ്ച് ജനറേറ്റഡ് ടോക്കൺ ഉണ്ട്.,என்னிடம் கிளை உருவாக்கிய டோக்கன் உள்ளது.,میرے پاس ایک برانچ جنریٹڈ ٹوکن ہے۔,আমার একটি শাখা উত্পন্ন টোকেন আছে.,মোৰ এটা ব্ৰাঞ্চ জেনেৰেটেড টোকেন আছে।,મારી પાસે એક શાખા જનરેટ કરેલ ટોકન છે.,میرے پاس ایک برانچ جنریٹڈ ٹوکن ہے۔,ನಾನು ಶಾಖೆಯ ಟೋಕನ್ ಅನ್ನು ಹೊಂದಿದ್ದೇನೆ.,ମୋର ଏକ ଶାଖା ଉତ୍ପାଦିତ ଟୋକନ୍ ଅଛି |,Nga don ia ka Token ba la pynmih da ka tnad.,ਮੇਰੇ ਕੋਲ ਇੱਕ ਸ਼ਾਖਾ ਤਿਆਰ ਟੋਕਨ ਹੈ।,నా దగ్గర బ్రాంచ్ జనరేట్ టోకెన్ ఉంది.,म्हागेल एक शाखा तयार केल्लो टोकन आसा.
enter_aadhaar,Enter Aadhaar Number,Please enter your Aadhaar Card Number.,कृपया अपना आधार कार्ड संख्या दर्ज करें।,कृपया तुमचा आधार कार्ड क्रमांक टाका.,നിങ്ങളുടെ ആധാർ കാർഡ് നമ്പർ നൽകുക.,உங்கள் ஆதார் அட்டை எண்ணை உள்ளிடவும்.,براہ کرم اپنا آدھار کارڈ نمبر درج کریں۔,অনুগ্রহ করে আপনার আধার কার্ড নম্বর লিখুন।,অনুগ্ৰহ কৰি আপোনাৰ আধাৰ কাৰ্ডৰ নম্বৰ দিয়ক।,કૃપા કરીને તમારો આધાર કાર્ડ નંબર દાખલ કરો.,مہربانی کرکے اپنی آدھار کارڈ نمبر درج کریں۔,ದಯವಿಟ್ಟು ನಿಮ್ಮ ಆಧಾರ್ ಕಾರ್ಡ್ ಸಂಖ್ಯೆಯನ್ನು ನಮೂದಿಸಿ.,ଦୟାକରି ଆପଣଙ୍କର ଆଧାର କାର୍ଡ ନମ୍ବର ପ୍ରବେଶ କରନ୍ତୁ |,Da pynbiang u ya u Aadhaar Card Number yong oo.,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ ਆਧਾਰ ਕਾਰਡ ਨੰਬਰ ਦਰਜ ਕਰੋ।,దయచేసి మీ ఆధార్ కార్డ్ నంబర్‌ను నమోదు చేయండి.,उपकार करून तुमचो आधार कार्ड क्रमांक घालात.
debit_card_number,Debit Card Number,Please enter your Debit Card Number.,कृपया अपना डेबिट कार्ड संख्या दर्ज करें।,कृपया तुमचा डेबिट कार्ड संख्या टाका.,ദയവായി നിങ്ങളുടെ ഡെബിറ്റ് കാർഡ് നമ്പർ നൽകുക.,உங்கள் டெபிட் கார்டு எண்ணை உள்ளிடவும்.,براہ کرم اپنا ڈیبٹ کارڈ نمبر درج کریں۔,আপনার ডেবিট কার্ড নম্বর লিখুন.,অনুগ্ৰহ কৰি আপোনাৰ ডেবিট কাৰ্ডৰ নম্বৰ দিয়ক।,કૃપા કરીને તમારો ડેબિટ કાર્ડ નંબર દાખલ કરો.,مہربانی کرکے اپنی ڈیبٹ کارڈ نمبر درج کریں۔,ದಯವಿಟ್ಟು ನಿಮ್ಮ ಡೆಬಿಟ್ ಕಾರ್ಡ್ ಸಂಖ್ಯೆಯನ್ನು ನಮೂದಿಸಿ.,ଦୟାକରି ଆପଣଙ୍କର ଡେବିଟ୍ କାର୍ଡ ନମ୍ବର ପ୍ରବେଶ କରନ୍ତୁ |,Da pynbiang u Debit Card Number yong phi.,ਕਿਰਪਾ ਕਰਕੇ ਆਪਣਾ ਡੈਬਿਟ ਕਾਰਡ ਨੰਬਰ ਦਾਖਲ ਕਰੋ।,దయచేసి మీ డెబిట్ కార్డ్ నంబర్‌ను నమోదు చేయండి.,उपकार करून तुमचो डेबिट कार्ड क्रमांक घालात.
